variant_id,stop_id
842990,5288
842990,1791
842990,4634
842990,4478
842990,4707
842990,4467
842991,4492
842991,4429
842991,4479
842991,5455
842991,1865
842991,5274
842995,4387
842995,180
842995,5476
842996,4387
842996,180
842996,5476
842997,180
842997,5476
842998,5288
842998,1791
842998,4634
842998,4478
842998,4465
842998,4746
843000,4747
843000,4429
843000,4479
843000,5455
843000,1865
843000,5274
843001,4429
843001,4479
843001,5455
843001,1865
843001,5274
843023,757
843023,3415
843023,2828
843023,707
843023,603
843023,1900
843023,4892
843039,3221
843039,180
843039,5297
843039,4571
843039,869
843045,3802
843045,5297
843045,3517
843045,508
843045,5457
843045,480
843045,2035
843046,3802
843046,5297
843046,3517
843046,508
843060,3218
843060,5424
843082,5288
843082,271
843082,2863
843082,3518
843082,5456
843083,1149
843083,5274
843084,2861
843084,5439
843084,1149
843084,5274
843085,2861
843085,1149
843085,5274
843086,1759
843086,116
843087,1759
843087,116
843087,5424
843097,5424
843097,5154
843097,240
843097,1330
843097,3517
843097,508
843110,115
843111,115
843111,3136
843128,116
843128,5424
843133,116
843133,5424
843134,5297
843136,5296
843141,1759
843141,1142
843152,5278
843152,184
843152,179
843152,3222
843152,188
843161,2899
843161,55
843161,5440
843161,2274
843161,2304
843161,3415
843161,2828
843161,707
843161,603
843161,4892
843161,1330
843161,3517
843161,508
843161,5456
843161,3514
843161,2861
843161,1149
843161,5274
843172,5466
843172,2342
843172,2861
843172,1149
843172,5274
843172,5475
843172,179
843172,3076
843173,3077
843173,180
843173,5476
843173,5288
843173,271
843173,281
843173,3782
843173,378
843173,5466
843174,3077
843174,180
843174,5476
843174,5288
843174,271
843174,281
843174,378
843174,5466
843175,5466
843175,2342
843175,3781
843175,2861
843175,1149
843175,5274
843175,5475
843175,179
843175,3076
843176,5466
843176,2342
843176,2861
843176,1149
843176,5274
843176,5475
843176,179
843176,3076
843183,3077
843183,180
843183,5476
843183,5288
843183,271
843183,281
843183,378
843279,2528
843279,3901
843279,2855
843279,1174
843279,3416
843279,116
843281,4894
843281,4570
843281,5296
843282,5297
843282,4571
843282,869
843282,4626
843303,5296
843304,5297
843329,760
843329,757
843329,1230
843329,2711
843329,3419
843329,2375
843332,812
843332,3861
843332,4458
843332,4115
843332,4459
843332,4746
843333,5475
843333,179
843338,5475
843338,179
843338,4387
843338,4490
843361,3933
843361,2863
843361,316
843361,5487
843361,613
843361,3895
843362,378
843362,864
843362,327
843362,5487
843362,546
843362,4893
843362,1901
843362,604
843362,711
843362,3421
843362,2305
843365,3933
843365,2863
843365,316
843365,5487
843365,613
843365,3895
843371,2506
843371,3422
843371,2013
843371,761
843372,2506
843372,3422
843372,2013
843387,115
843387,1139
843387,4803
843387,799
843387,1025
843388,91
843388,798
843388,4804
843388,114
843391,3077
843391,180
843391,5476
843391,5288
843391,271
843391,281
843391,3782
843391,378
843396,26
843396,5423
843396,3906
843396,319
843396,2855
843396,5296
843397,5297
843397,1306
843397,1151
843397,318
843397,3892
843397,1249
843397,27
843402,1759
843402,1142
843402,5154
843402,5162
843402,1176
843402,1178
843402,1248
843402,708
843402,711
843402,3421
843402,2305
843402,728
843405,5297
843405,1151
843405,318
843405,3892
843405,27
843407,5288
843407,271
843407,2863
843407,3518
843407,5456
843407,509
843407,3526
843407,5388
843407,546
843407,4893
843407,604
843407,708
843407,711
843407,3421
843407,2273
843407,2305
843407,5440
843407,2871
843410,16
843410,198
843410,3547
843410,5297
843410,1151
843410,494
843410,3518
843410,5456
843410,509
843410,3526
843410,546
843410,613
843410,3895
843413,378
843414,2342
843421,5167
843421,5155
843421,115
843424,4571
843424,869
843424,5123
843424,3517
843426,3077
843426,180
843426,5476
843426,5288
843426,271
843426,281
843426,378
843427,271
843427,281
843427,3782
843427,378
843428,2861
843428,1149
843428,5274
843428,5475
843428,179
843428,3076
843430,5296
843430,271
843430,281
843430,3782
843430,378
843441,1151
843441,318
843441,3892
843441,1249
843441,27
843443,26
843443,5423
843443,3906
843443,319
843449,3890
843449,304
843449,2855
843450,3890
843450,304
843451,1151
843451,305
843451,3891
843451,5432
843452,3412
843452,3547
843452,5297
843452,1151
843452,305
843452,3891
843452,5432
843454,1151
843454,305
843454,3891
843455,1151
843455,305
843455,3891
843456,1151
843456,305
843456,3891
843458,3901
843458,304
843458,2531
843458,5167
843458,5155
843469,1151
843469,318
843469,3892
843469,27
843472,26
843472,5125
843472,3906
843472,319
843473,26
843473,5125
843473,3906
843473,319
843482,5424
843482,5154
843482,240
843483,16
843483,198
843483,3547
843483,5297
843483,1151
843483,494
843483,3518
843483,5456
843484,16
843484,198
843484,3547
843484,5297
843484,1151
843484,494
843484,3518
843485,3514
843485,1154
843485,5296
843485,1759
843485,15
843487,480
843487,2035
843490,1151
843490,494
843490,2815
843490,3518
843609,148
843609,1705
843610,153
843610,148
843610,1705
843613,1015
843613,3888
843613,1705
843620,1704
843620,3889
843620,2251
843620,895
843631,1751
843631,1527
843631,2034
843631,1417
843631,5437
843631,1397
843632,1398
843632,3522
843632,1418
843632,2031
843632,1528
843632,1750
843647,4896
843647,1420
843647,5437
843650,3522
843650,1581
843650,4572
843651,3384
843651,1581
843651,4572
843652,3523
843652,1419
843652,4897
843663,3908
843663,1398
843664,1397
843664,3907
843669,3902
843670,2034
843670,1417
843670,5437
843670,1397
843670,3902
843680,4652
843680,637
843680,668
843680,2172
843681,639
843681,3899
843682,642
843682,636
843682,1312
843682,1176
843682,4893
843682,1901
843682,604
843682,605
843682,708
843682,711
843682,3421
843692,647
843692,639
843692,3899
843692,1248
843692,708
843692,711
843692,3421
843692,2305
843693,2274
843693,3415
843693,2828
843693,707
843693,613
843693,4652
843693,638
843693,700
843694,242
843694,5296
843695,180
843695,5297
843695,240
843700,1312
843700,2028
843700,3517
843700,508
843700,5456
843708,1160
843708,824
843708,651
843708,3517
843708,508
843708,5460
843708,3514
843708,3901
843711,3933
843711,2863
843711,316
843711,5487
843711,613
843711,4652
843712,4652
843713,3895
843714,3899
843714,1819
843714,2815
843714,317
843714,281
843714,3934
843715,2815
843715,3891
843715,396
843715,2342
843716,603
843716,4892
843716,1330
843716,2815
843716,3891
843716,396
843716,2342
843717,2274
843717,3415
843717,2828
843718,378
843718,864
843718,327
843718,5487
843719,1188
843719,711
843719,3421
843719,2305
843720,1188
843720,711
843720,3421
843720,2305
843725,638
843726,638
843733,1248
843733,711
843733,3420
843735,757
843735,3415
843735,2828
843735,613
843741,242
843741,5167
843741,5155
843741,115
843741,3136
843744,4652
843744,637
843745,637
843745,668
843745,2172
843746,639
843746,3899
843747,4652
843747,637
843747,668
843747,2172
843747,5405
843748,5405
843748,639
843748,3899
843749,613
843751,4376
843751,4125
843751,4137
843751,4122
843751,3906
843751,3514
843751,3519
843751,547
843752,4125
843752,4137
843752,4122
843752,3906
843752,3514
843752,3519
843752,547
843756,642
843756,636
843756,1312
843756,1176
843756,4893
843756,1901
843756,604
843756,605
843756,708
843756,711
843756,3421
843759,3415
843759,2828
843759,707
843759,606
843759,603
843759,1900
843759,4892
843759,2029
843759,1313
843759,637
843759,668
843760,642
843760,636
843760,1312
843760,1176
843760,4893
843760,1901
843760,604
843760,605
843760,708
843760,711
843760,3421
843761,637
843761,2172
843761,675
843764,1819
843765,582
843765,568
843765,575
843765,613
843766,1901
843766,613
843767,3895
843771,4652
843772,4652
843774,1160
843774,639
843774,3899
843774,1892
843774,604
843774,934
843774,567
843777,1160
843777,639
843777,3899
843777,1892
843777,604
843777,934
843777,1034
843777,1701
843777,567
843778,1160
843778,639
843778,3899
843778,1892
843778,604
843778,934
843778,2117
843778,568
843779,1160
843779,639
843779,3899
843779,1892
843779,604
843779,934
843779,2117
843779,567
843787,639
843787,3899
843787,1892
843787,604
843787,934
843788,1160
843789,568
843789,1189
843789,935
843789,707
843789,613
843789,4652
843789,637
843789,644
843790,568
843790,1189
843790,935
843790,707
843790,613
843790,4652
843790,637
843790,644
843792,3182
843792,2861
843792,1149
843792,1865
843792,5297
843792,1142
843792,824
843792,639
843793,1149
843793,1865
843793,5297
843793,1142
843793,824
843793,639
843793,3895
843801,3182
843801,2861
843801,1149
843801,5297
843801,1142
843801,824
843806,3884
843806,3415
843806,2828
843806,707
843808,708
843808,711
843808,3422
843809,603
843809,1900
843809,4892
843817,469
843817,468
843817,5423
843817,3514
843817,317
843817,281
843817,403
843817,3256
843819,469
843819,468
843819,5423
843819,3514
843819,317
843819,281
843819,403
843819,5439
843819,3256
843820,2274
843820,3415
843820,2828
843820,707
843820,613
843821,1759
843821,1142
843821,5154
843821,5162
843821,1176
843821,1178
843821,613
843824,1176
843824,1178
843824,1248
843824,708
843824,711
843824,3421
843824,2305
843824,728
843825,1248
843825,708
843825,711
843825,3421
843825,2305
843825,728
843826,638
843828,180
843828,1142
843828,824
843828,638
843831,2274
843831,3415
843831,2828
843831,707
843831,613
843831,4652
843831,638
843832,647
843832,637
843833,639
843833,3899
843833,1248
843833,708
843833,711
843833,3421
843833,2305
843834,638
843834,700
843835,604
843835,708
843835,711
843835,3420
843836,604
843836,708
843836,711
843836,3420
843836,2488
843837,757
843837,3415
843837,2828
843837,707
843837,602
843837,613
843838,1901
843838,602
843839,603
843839,1900
843839,4892
843840,639
843840,3899
843849,242
843849,5296
843849,2492
843850,2869
843850,5297
843850,240
843852,242
843852,5296
843854,180
843854,5297
843854,240
843855,707
843859,638
843864,4895
843865,553
843866,5123
843866,3517
843866,480
843866,3894
843867,603
843867,4894
843867,5123
843867,3517
843867,480
843867,3894
843868,4895
843868,554
843869,553
843869,4892
843870,3893
843870,481
843870,3526
843871,603
843873,1901
843874,2899
843874,51
843874,2274
843874,3415
843874,2828
843874,707
843875,603
843875,4892
843876,604
843876,708
843876,711
843876,3421
843876,2305
843876,2871
843880,509
843880,3526
843880,5388
843880,546
843880,4893
843881,1759
843881,1142
843882,935
843882,707
843882,611
843883,1138
843883,3412
843883,211
843883,240
843884,26
843884,1330
843884,3517
843885,509
843885,3526
843885,841
843885,2029
843885,1313
843885,637
843886,1312
843886,2028
843886,3517
843886,508
843886,5456
843887,509
843887,3526
843887,841
843887,2029
843887,1313
843887,637
843889,469
843889,468
843889,5423
843889,3906
843889,5458
843889,3526
843889,547
843889,242
843889,5155
843891,469
843891,468
843891,5423
843891,3906
843891,509
843891,3526
843891,547
843892,4652
843892,637
843893,509
843893,3526
843893,546
843893,613
843893,637
843894,546
843894,613
843894,637
843895,3526
843895,546
843895,613
843895,637
843915,509
843915,3526
843918,553
843918,4892
843919,2528
843919,481
843919,509
843919,3526
843919,547
843920,509
843920,3526
843920,547
843921,1160
843921,824
843921,651
843921,3517
843921,508
843921,5460
843921,3514
843921,3769
843921,3901
843930,509
843930,3526
843930,547
843931,5459
843931,509
843931,3526
843931,547
843932,707
843932,613
843935,1330
843935,5123
843945,575
843945,555
843945,4892
843945,613
843946,596
843946,575
843946,555
843946,4892
843946,613
843947,1819
843949,2342
843949,1963
843949,3182
843949,2861
843949,1149
843949,5297
843949,1142
843949,824
843950,2342
843950,1963
843950,3182
843950,2861
843950,1149
843950,5297
843950,1142
843950,824
843950,4562
843954,666
843954,5296
843954,271
843954,281
843954,403
843954,378
843965,1497
843965,2818
843965,3523
843965,1418
843965,2031
843966,2820
843969,1548
843969,1420
843971,1408
843971,1542
843971,3523
843971,1548
843971,4899
843972,1548
843972,1420
843972,5437
843973,1407
843974,1542
843979,1897
843979,2032
843979,4250
843979,2817
843987,1541
843988,1534
843988,1418
843988,2031
843991,3523
843991,1419
843991,4897
843991,1628
843992,4573
843992,1580
843992,3383
844001,1496
844001,1604
844002,2034
844002,1417
844002,1533
844002,1496
844002,1604
844003,4898
844003,1547
844008,1897
844008,2034
844008,1417
844008,5437
844011,895
844011,3976
844011,3972
844020,3976
844020,3972
844022,1200
844022,3662
844022,5382
844022,4528
844022,3596
844022,3598
844022,4590
844022,2506
844022,3415
844022,2828
844022,707
844022,1819
844024,3616
844024,3603
844024,3596
844024,3598
844024,4590
844024,2506
844024,3415
844024,2828
844024,707
844024,1819
844027,3420
844027,2782
844027,4566
844027,4256
844027,2115
844030,1081
844030,1202
844030,3634
844030,3615
844030,749
844030,3665
844030,5382
844030,4528
844030,3596
844030,3598
844030,4590
844030,2506
844030,3415
844030,2828
844030,707
844030,1819
844031,1081
844031,1202
844031,3634
844031,3615
844031,749
844031,3665
844031,5382
844031,4528
844031,3596
844031,3598
844031,4590
844031,2506
844031,3415
844031,2828
844031,707
844035,1200
844035,3662
844035,5382
844035,4528
844035,3596
844035,3598
844035,4590
844035,2506
844035,3415
844035,2828
844035,707
844056,3420
844056,2782
844056,4566
844056,2246
844056,4536
844056,2115
844058,3420
844058,2782
844058,4566
844059,3420
844059,2782
844059,3641
844059,4254
844060,3420
844060,2782
844060,3641
844060,3621
844060,1092
844061,3420
844061,2782
844061,3641
844074,637
844074,5108
844074,680
844074,5341
844078,4700
844078,3537
844078,638
844078,4646
844107,637
844156,2342
844156,1963
844156,3182
844156,2861
844156,1149
844156,5297
844156,1142
844156,824
844195,376
844195,1817
844196,3812
844196,4400
844196,2665
844196,4280
844196,1934
844196,4278
844197,3812
844197,4400
844197,2665
844197,4280
844197,1934
844197,4278
844199,2011
844199,3812
844199,4400
844199,348
844199,1215
844199,481
844209,5154
844209,5160
844209,240
844209,30
844209,305
844209,3900
844209,3835
844212,3835
844215,3835
844226,33
844226,4663
844226,538
844226,3272
844226,3370
844227,33
844227,4663
844227,538
844235,1704
844235,3889
844235,2251
844235,895
844235,3976
844235,3972
844350,4898
844350,1547
844357,1125
844357,3762
844357,114
844357,5154
844357,952
844361,1125
844361,3762
844361,114
844381,1704
844381,72
844381,1125
844381,4804
844381,114
844382,115
844382,4803
844382,981
844382,2482
844382,73
844382,1705
844383,1704
844386,148
844386,1705
844386,4253
844387,115
844387,4803
844387,981
844387,2482
844387,73
844387,1705
844388,115
844388,4803
844388,981
844388,2482
844388,73
844388,1705
844389,115
844389,4803
844389,981
844389,2482
844389,73
844390,981
844390,2482
844390,73
844390,1705
844391,981
844391,2482
844391,73
844392,73
844395,3888
844395,1705
844396,1015
844396,3888
844397,1015
844397,3888
844397,1705
844402,1704
844402,2477
844402,4248
844414,1015
844414,1705
844414,4201
844430,1125
844430,3762
844430,114
844430,5154
844430,5160
844430,4748
844433,1963
844433,2863
844433,316
844433,3518
844433,1249
844433,887
844433,3134
844438,3421
844438,2273
844438,2305
844438,5440
844438,2871
844439,3892
844439,1249
844439,3134
844442,3134
844453,83
