route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,brigade_id,vehicle_id,variant_id
A,3,3_13291628,"Zajezdnia Obornicka",0,837732,2,1,837732
A,3,3_13291643,"Zajezdnia Obornicka",0,837732,3,1,837732
A,3,3_13291674,"Zajezdnia Obornicka",0,837732,5,1,837732
A,3,3_13291488,"KOSZAROWA (Szpital)",1,838672,22,1,838672
A,3,3_13291599,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291601,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291603,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291605,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291607,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291609,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291611,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,3,3_13291617,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291619,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291621,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291623,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291625,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291627,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,3,3_13291630,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291632,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291634,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291636,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291638,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291640,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291642,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,3,3_13291645,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291647,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291649,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291651,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291653,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291655,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291657,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,3,3_13291661,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291663,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291665,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291667,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291669,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291671,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291673,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,3,3_13291388,"KRZYKI",0,838673,23,1,838673
A,3,3_13291487,"KRZYKI",0,838673,22,1,838673
A,3,3_13291600,"KRZYKI",0,838673,1,2,838673
A,3,3_13291602,"KRZYKI",0,838673,1,2,838673
A,3,3_13291604,"KRZYKI",0,838673,1,2,838673
A,3,3_13291606,"KRZYKI",0,838673,1,2,838673
A,3,3_13291608,"KRZYKI",0,838673,1,2,838673
A,3,3_13291610,"KRZYKI",0,838673,1,2,838673
A,3,3_13291612,"KRZYKI",0,838673,1,2,838673
A,3,3_13291616,"KRZYKI",0,838673,2,1,838673
A,3,3_13291618,"KRZYKI",0,838673,2,1,838673
A,3,3_13291620,"KRZYKI",0,838673,2,1,838673
A,3,3_13291622,"KRZYKI",0,838673,2,1,838673
A,3,3_13291624,"KRZYKI",0,838673,2,1,838673
A,3,3_13291626,"KRZYKI",0,838673,2,1,838673
A,3,3_13291631,"KRZYKI",0,838673,3,1,838673
A,3,3_13291633,"KRZYKI",0,838673,3,1,838673
A,3,3_13291635,"KRZYKI",0,838673,3,1,838673
A,3,3_13291637,"KRZYKI",0,838673,3,1,838673
A,3,3_13291639,"KRZYKI",0,838673,3,1,838673
A,3,3_13291641,"KRZYKI",0,838673,3,1,838673
A,3,3_13291646,"KRZYKI",0,838673,4,1,838673
A,3,3_13291648,"KRZYKI",0,838673,4,1,838673
A,3,3_13291650,"KRZYKI",0,838673,4,1,838673
A,3,3_13291652,"KRZYKI",0,838673,4,1,838673
A,3,3_13291654,"KRZYKI",0,838673,4,1,838673
A,3,3_13291656,"KRZYKI",0,838673,4,1,838673
A,3,3_13291658,"KRZYKI",0,838673,4,1,838673
A,3,3_13291662,"KRZYKI",0,838673,5,1,838673
A,3,3_13291664,"KRZYKI",0,838673,5,1,838673
A,3,3_13291666,"KRZYKI",0,838673,5,1,838673
A,3,3_13291668,"KRZYKI",0,838673,5,1,838673
A,3,3_13291670,"KRZYKI",0,838673,5,1,838673
A,3,3_13291672,"KRZYKI",0,838673,5,1,838673
A,3,3_13291439,"KRZYKI",0,838708,21,1,838708
A,3,3_13291389,"SOŁTYSOWICE",1,838710,23,1,838710
A,3,3_13291659,"Zajezdnia Obornicka",1,838712,4,1,838712
A,3,3_13291598,"KRZYKI",0,838713,1,2,838713
A,3,3_13291629,"KRZYKI",0,838713,3,1,838713
A,3,3_13291644,"KRZYKI",0,838713,4,1,838713
A,3,3_13291660,"KRZYKI",0,838713,5,1,838713
A,3,3_13291387,"KOSZAROWA (Szpital)",1,839078,23,1,839078
A,3,3_13291438,"KOSZAROWA (Szpital)",1,839078,21,1,839078
A,3,3_13291486,"KOSZAROWA (Szpital)",1,839078,22,1,839078
A,3,3_13291615,"KOSZAROWA (Szpital)",1,839078,2,1,839078
A,4,4_13294553,"Zajezdnia Obornicka",0,837732,2,1,837732
A,4,4_13294568,"Zajezdnia Obornicka",0,837732,3,1,837732
A,4,4_13294599,"Zajezdnia Obornicka",0,837732,5,1,837732
A,4,4_13294406,"KOSZAROWA (Szpital)",1,838672,22,1,838672
A,4,4_13294524,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294526,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294528,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294530,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294532,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294534,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294536,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,4,4_13294542,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294544,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294546,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294548,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294550,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294552,"KOSZAROWA (Szpital)",1,838672,2,1,838672
A,4,4_13294555,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294557,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294559,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294561,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294563,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294565,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294567,"KOSZAROWA (Szpital)",1,838672,3,1,838672
A,4,4_13294570,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294572,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294574,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294576,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294578,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294580,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294582,"KOSZAROWA (Szpital)",1,838672,4,1,838672
A,4,4_13294586,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294588,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294590,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294592,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294594,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294596,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294598,"KOSZAROWA (Szpital)",1,838672,5,1,838672
A,4,4_13294319,"KRZYKI",0,838673,23,1,838673
A,4,4_13294405,"KRZYKI",0,838673,22,1,838673
A,4,4_13294525,"KRZYKI",0,838673,1,2,838673
A,4,4_13294527,"KRZYKI",0,838673,1,2,838673
A,4,4_13294529,"KRZYKI",0,838673,1,2,838673
A,4,4_13294531,"KRZYKI",0,838673,1,2,838673
A,4,4_13294533,"KRZYKI",0,838673,1,2,838673
A,4,4_13294535,"KRZYKI",0,838673,1,2,838673
A,4,4_13294537,"KRZYKI",0,838673,1,2,838673
A,4,4_13294541,"KRZYKI",0,838673,2,1,838673
A,4,4_13294543,"KRZYKI",0,838673,2,1,838673
A,4,4_13294545,"KRZYKI",0,838673,2,1,838673
A,4,4_13294547,"KRZYKI",0,838673,2,1,838673
A,4,4_13294549,"KRZYKI",0,838673,2,1,838673
A,4,4_13294551,"KRZYKI",0,838673,2,1,838673
A,4,4_13294556,"KRZYKI",0,838673,3,1,838673
A,4,4_13294558,"KRZYKI",0,838673,3,1,838673
A,4,4_13294560,"KRZYKI",0,838673,3,1,838673
A,4,4_13294562,"KRZYKI",0,838673,3,1,838673
A,4,4_13294564,"KRZYKI",0,838673,3,1,838673
A,4,4_13294566,"KRZYKI",0,838673,3,1,838673
A,4,4_13294571,"KRZYKI",0,838673,4,1,838673
A,4,4_13294573,"KRZYKI",0,838673,4,1,838673
A,4,4_13294575,"KRZYKI",0,838673,4,1,838673
A,4,4_13294577,"KRZYKI",0,838673,4,1,838673
A,4,4_13294579,"KRZYKI",0,838673,4,1,838673
A,4,4_13294581,"KRZYKI",0,838673,4,1,838673
A,4,4_13294583,"KRZYKI",0,838673,4,1,838673
A,4,4_13294587,"KRZYKI",0,838673,5,1,838673
A,4,4_13294589,"KRZYKI",0,838673,5,1,838673
A,4,4_13294591,"KRZYKI",0,838673,5,1,838673
A,4,4_13294593,"KRZYKI",0,838673,5,1,838673
A,4,4_13294595,"KRZYKI",0,838673,5,1,838673
A,4,4_13294597,"KRZYKI",0,838673,5,1,838673
A,4,4_13294367,"KRZYKI",0,838708,21,1,838708
A,4,4_13294320,"SOŁTYSOWICE",1,838710,23,1,838710
A,4,4_13294584,"Zajezdnia Obornicka",1,838712,4,1,838712
A,4,4_13294523,"KRZYKI",0,838713,1,2,838713
A,4,4_13294554,"KRZYKI",0,838713,3,1,838713
A,4,4_13294569,"KRZYKI",0,838713,4,1,838713
A,4,4_13294585,"KRZYKI",0,838713,5,1,838713
A,4,4_13294318,"KOSZAROWA (Szpital)",1,839078,23,1,839078
A,4,4_13294366,"KOSZAROWA (Szpital)",1,839078,21,1,839078
A,4,4_13294404,"KOSZAROWA (Szpital)",1,839078,22,1,839078
A,4,4_13294540,"KOSZAROWA (Szpital)",1,839078,2,1,839078
A,6,6_13281287,"Zajezdnia Obornicka",0,837732,8,1,837732
A,6,6_13281961,"Zajezdnia Obornicka",0,837732,15,2,837732
A,6,6_13283294,"Zajezdnia Obornicka",0,837732,1,2,837732
A,6,6_13283309,"Zajezdnia Obornicka",0,837732,2,2,837732
A,6,6_13283322,"Zajezdnia Obornicka",0,837732,3,2,837732
A,6,6_13283361,"Zajezdnia Obornicka",0,837732,6,2,837732
A,6,6_13283374,"Zajezdnia Obornicka",0,837732,7,2,837732
A,6,6_13283398,"Zajezdnia Obornicka",0,837732,9,2,837732
A,6,6_13283409,"Zajezdnia Obornicka",0,837732,10,2,837732
A,6,6_13281286,"KOSZAROWA (Szpital)",1,838672,8,1,838672
A,6,6_13281958,"KOSZAROWA (Szpital)",1,838672,15,2,838672
A,6,6_13281960,"KOSZAROWA (Szpital)",1,838672,15,2,838672
A,6,6_13283099,"KOSZAROWA (Szpital)",1,838672,22,1,838672
A,6,6_13283285,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,6,6_13283287,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,6,6_13283289,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,6,6_13283291,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,6,6_13283293,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,6,6_13283296,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283298,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283300,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283302,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283304,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283306,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283308,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,6,6_13283311,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283313,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283315,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283317,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283319,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283321,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,6,6_13283325,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,6,6_13283327,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,6,6_13283329,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,6,6_13283331,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,6,6_13283335,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283337,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283339,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283341,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283343,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283345,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283347,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,6,6_13283352,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,6,6_13283354,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,6,6_13283356,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,6,6_13283358,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,6,6_13283360,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,6,6_13283363,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283365,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283367,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283369,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283371,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283373,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,6,6_13283376,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,6,6_13283378,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,6,6_13283380,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,6,6_13283389,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,6,6_13283391,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,6,6_13283393,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,6,6_13283395,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,6,6_13283397,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,6,6_13283400,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,6,6_13283402,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,6,6_13283404,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,6,6_13283406,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,6,6_13283408,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,6,6_13283417,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,6,6_13283419,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,6,6_13283421,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,6,6_13283423,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,6,6_13283425,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,6,6_13281959,"KRZYKI",0,838673,15,2,838673
A,6,6_13283014,"KRZYKI",0,838673,23,1,838673
A,6,6_13283098,"KRZYKI",0,838673,22,1,838673
A,6,6_13283286,"KRZYKI",0,838673,1,2,838673
A,6,6_13283288,"KRZYKI",0,838673,1,2,838673
A,6,6_13283290,"KRZYKI",0,838673,1,2,838673
A,6,6_13283292,"KRZYKI",0,838673,1,2,838673
A,6,6_13283297,"KRZYKI",0,838673,2,2,838673
A,6,6_13283299,"KRZYKI",0,838673,2,2,838673
A,6,6_13283301,"KRZYKI",0,838673,2,2,838673
A,6,6_13283303,"KRZYKI",0,838673,2,2,838673
A,6,6_13283305,"KRZYKI",0,838673,2,2,838673
A,6,6_13283307,"KRZYKI",0,838673,2,2,838673
A,6,6_13283312,"KRZYKI",0,838673,3,2,838673
A,6,6_13283314,"KRZYKI",0,838673,3,2,838673
A,6,6_13283316,"KRZYKI",0,838673,3,2,838673
A,6,6_13283318,"KRZYKI",0,838673,3,2,838673
A,6,6_13283320,"KRZYKI",0,838673,3,2,838673
A,6,6_13283324,"KRZYKI",0,838673,4,2,838673
A,6,6_13283326,"KRZYKI",0,838673,4,2,838673
A,6,6_13283328,"KRZYKI",0,838673,4,2,838673
A,6,6_13283330,"KRZYKI",0,838673,4,2,838673
A,6,6_13283332,"KRZYKI",0,838673,4,2,838673
A,6,6_13283336,"KRZYKI",0,838673,5,2,838673
A,6,6_13283338,"KRZYKI",0,838673,5,2,838673
A,6,6_13283340,"KRZYKI",0,838673,5,2,838673
A,6,6_13283342,"KRZYKI",0,838673,5,2,838673
A,6,6_13283344,"KRZYKI",0,838673,5,2,838673
A,6,6_13283346,"KRZYKI",0,838673,5,2,838673
A,6,6_13283348,"KRZYKI",0,838673,5,2,838673
A,6,6_13283353,"KRZYKI",0,838673,6,2,838673
A,6,6_13283355,"KRZYKI",0,838673,6,2,838673
A,6,6_13283357,"KRZYKI",0,838673,6,2,838673
A,6,6_13283359,"KRZYKI",0,838673,6,2,838673
A,6,6_13283364,"KRZYKI",0,838673,7,2,838673
A,6,6_13283366,"KRZYKI",0,838673,7,2,838673
A,6,6_13283368,"KRZYKI",0,838673,7,2,838673
A,6,6_13283370,"KRZYKI",0,838673,7,2,838673
A,6,6_13283372,"KRZYKI",0,838673,7,2,838673
A,6,6_13283377,"KRZYKI",0,838673,8,2,838673
A,6,6_13283379,"KRZYKI",0,838673,8,2,838673
A,6,6_13283388,"KRZYKI",0,838673,9,2,838673
A,6,6_13283390,"KRZYKI",0,838673,9,2,838673
A,6,6_13283392,"KRZYKI",0,838673,9,2,838673
A,6,6_13283394,"KRZYKI",0,838673,9,2,838673
A,6,6_13283396,"KRZYKI",0,838673,9,2,838673
A,6,6_13283401,"KRZYKI",0,838673,10,2,838673
A,6,6_13283403,"KRZYKI",0,838673,10,2,838673
A,6,6_13283405,"KRZYKI",0,838673,10,2,838673
A,6,6_13283407,"KRZYKI",0,838673,10,2,838673
A,6,6_13283416,"KRZYKI",0,838673,11,2,838673
A,6,6_13283418,"KRZYKI",0,838673,11,2,838673
A,6,6_13283420,"KRZYKI",0,838673,11,2,838673
A,6,6_13283422,"KRZYKI",0,838673,11,2,838673
A,6,6_13283424,"KRZYKI",0,838673,11,2,838673
A,6,6_13283426,"KRZYKI",0,838673,11,2,838673
A,6,6_13283381,"KRZYKI",0,838707,8,2,838707
A,6,6_13283062,"KRZYKI",0,838708,21,1,838708
A,6,6_13283015,"SOŁTYSOWICE",1,838710,23,1,838710
A,6,6_13281957,"KRZYKI",0,838711,15,2,838711
A,6,6_13283333,"Zajezdnia Obornicka",1,838712,4,2,838712
A,6,6_13283427,"Zajezdnia Obornicka",1,838712,11,2,838712
A,6,6_13283284,"KRZYKI",0,838713,1,2,838713
A,6,6_13283295,"KRZYKI",0,838713,2,2,838713
A,6,6_13283310,"KRZYKI",0,838713,3,2,838713
A,6,6_13283334,"KRZYKI",0,838713,5,2,838713
A,6,6_13283351,"KRZYKI",0,838713,6,2,838713
A,6,6_13283362,"KRZYKI",0,838713,7,2,838713
A,6,6_13283375,"KRZYKI",0,838713,8,2,838713
A,6,6_13283399,"KRZYKI",0,838713,10,2,838713
A,6,6_13283013,"KOSZAROWA (Szpital)",1,839078,23,1,839078
A,6,6_13283061,"KOSZAROWA (Szpital)",1,839078,21,1,839078
A,6,6_13283097,"KOSZAROWA (Szpital)",1,839078,22,1,839078
A,6,6_13283323,"KOSZAROWA (Szpital)",1,839078,4,2,839078
A,6,6_13283387,"KOSZAROWA (Szpital)",1,839078,9,2,839078
A,8,8_13285411,"Zajezdnia Obornicka",0,837732,8,1,837732
A,8,8_13286085,"Zajezdnia Obornicka",0,837732,15,2,837732
A,8,8_13287424,"Zajezdnia Obornicka",0,837732,1,2,837732
A,8,8_13287439,"Zajezdnia Obornicka",0,837732,2,2,837732
A,8,8_13287452,"Zajezdnia Obornicka",0,837732,3,2,837732
A,8,8_13287491,"Zajezdnia Obornicka",0,837732,6,2,837732
A,8,8_13287504,"Zajezdnia Obornicka",0,837732,7,2,837732
A,8,8_13287528,"Zajezdnia Obornicka",0,837732,9,2,837732
A,8,8_13287539,"Zajezdnia Obornicka",0,837732,10,2,837732
A,8,8_13285410,"KOSZAROWA (Szpital)",1,838672,8,1,838672
A,8,8_13286082,"KOSZAROWA (Szpital)",1,838672,15,2,838672
A,8,8_13286084,"KOSZAROWA (Szpital)",1,838672,15,2,838672
A,8,8_13287236,"KOSZAROWA (Szpital)",1,838672,22,1,838672
A,8,8_13287415,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,8,8_13287417,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,8,8_13287419,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,8,8_13287421,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,8,8_13287423,"KOSZAROWA (Szpital)",1,838672,1,2,838672
A,8,8_13287426,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287428,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287430,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287432,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287434,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287436,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287438,"KOSZAROWA (Szpital)",1,838672,2,2,838672
A,8,8_13287441,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287443,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287445,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287447,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287449,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287451,"KOSZAROWA (Szpital)",1,838672,3,2,838672
A,8,8_13287455,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,8,8_13287457,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,8,8_13287459,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,8,8_13287461,"KOSZAROWA (Szpital)",1,838672,4,2,838672
A,8,8_13287465,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287467,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287469,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287471,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287473,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287475,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287477,"KOSZAROWA (Szpital)",1,838672,5,2,838672
A,8,8_13287482,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,8,8_13287484,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,8,8_13287486,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,8,8_13287488,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,8,8_13287490,"KOSZAROWA (Szpital)",1,838672,6,2,838672
A,8,8_13287493,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287495,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287497,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287499,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287501,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287503,"KOSZAROWA (Szpital)",1,838672,7,2,838672
A,8,8_13287506,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,8,8_13287508,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,8,8_13287510,"KOSZAROWA (Szpital)",1,838672,8,2,838672
A,8,8_13287519,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,8,8_13287521,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,8,8_13287523,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,8,8_13287525,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,8,8_13287527,"KOSZAROWA (Szpital)",1,838672,9,2,838672
A,8,8_13287530,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,8,8_13287532,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,8,8_13287534,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,8,8_13287536,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,8,8_13287538,"KOSZAROWA (Szpital)",1,838672,10,2,838672
A,8,8_13287547,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,8,8_13287549,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,8,8_13287551,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,8,8_13287553,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,8,8_13287555,"KOSZAROWA (Szpital)",1,838672,11,2,838672
A,8,8_13286083,"KRZYKI",0,838673,15,2,838673
A,8,8_13287138,"KRZYKI",0,838673,23,1,838673
A,8,8_13287235,"KRZYKI",0,838673,22,1,838673
A,8,8_13287416,"KRZYKI",0,838673,1,2,838673
A,8,8_13287418,"KRZYKI",0,838673,1,2,838673
A,8,8_13287420,"KRZYKI",0,838673,1,2,838673
A,8,8_13287422,"KRZYKI",0,838673,1,2,838673
A,8,8_13287427,"KRZYKI",0,838673,2,2,838673
A,8,8_13287429,"KRZYKI",0,838673,2,2,838673
A,8,8_13287431,"KRZYKI",0,838673,2,2,838673
A,8,8_13287433,"KRZYKI",0,838673,2,2,838673
A,8,8_13287435,"KRZYKI",0,838673,2,2,838673
A,8,8_13287437,"KRZYKI",0,838673,2,2,838673
A,8,8_13287442,"KRZYKI",0,838673,3,2,838673
A,8,8_13287444,"KRZYKI",0,838673,3,2,838673
A,8,8_13287446,"KRZYKI",0,838673,3,2,838673
A,8,8_13287448,"KRZYKI",0,838673,3,2,838673
A,8,8_13287450,"KRZYKI",0,838673,3,2,838673
A,8,8_13287454,"KRZYKI",0,838673,4,2,838673
A,8,8_13287456,"KRZYKI",0,838673,4,2,838673
